s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 1.0100035E+002, 5.1650367E+000, 0.0000000E+000,-2.2393061E+000,-9.2758788E-001,-2.7051333E+000,-2.3021938E-004, 0.0000000E+000, 0.0000000E+000,-6.8395954E-001,-7.0722088E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0200031E+002, 6.6170068E+000, 0.0000000E+000,-2.5014540E+000,-9.1295132E-001,-2.6141588E+000,-2.2991025E-004, 0.0000000E+000, 0.0000000E+000, 6.0823935E-001, 5.8821276E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0300150E+002, 5.3710543E+000, 0.0000000E+000,-2.2337602E+000,-9.6422233E-001,-2.3527186E+000,-2.1092168E-004, 0.0000000E+000, 0.0000000E+000,-1.5816031E-001,-1.7985770E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0400053E+002, 5.8714639E+000, 0.0000000E+000,-2.3937048E+000,-1.0091798E+000,-2.6621878E+000,-2.2816583E-004, 0.0000000E+000, 0.0000000E+000,-1.6910575E-001,-1.9383669E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0500033E+002, 6.2112289E+000, 0.0000000E+000,-2.4811648E+000,-9.7378770E-001,-2.6570210E+000,-2.2893613E-004, 0.0000000E+000, 0.0000000E+000, 1.2266568E-001, 9.9026468E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0600098E+002, 6.5005837E+000, 0.0000000E+000,-2.5788892E+000,-1.1081969E+000,-2.5159319E+000,-2.2608796E-004, 0.0000000E+000, 0.0000000E+000, 3.2255893E-001, 2.9733971E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0700127E+002, 5.0870673E+000, 0.0000000E+000,-2.1860575E+000,-9.2853824E-001,-2.6642466E+000,-2.3178939E-004, 0.0000000E+000, 0.0000000E+000,-6.6641028E-001,-6.9200685E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0800001E+002, 6.5043225E+000, 0.0000000E+000,-2.4810213E+000,-8.7997122E-001,-2.6081728E+000,-2.4419469E-004, 0.0000000E+000, 0.0000000E+000, 5.5433887E-001, 5.3491301E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0900145E+002, 5.7376700E+000, 0.0000000E+000,-2.3933040E+000,-1.1303216E+000,-2.4172895E+000,-2.2939622E-004, 0.0000000E+000, 0.0000000E+000,-1.7973129E-001,-2.0347453E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.1000048E+002, 5.9736257E+000, 0.0000000E+000,-2.4308914E+000,-1.1333366E+000,-2.7328018E+000,-2.4306034E-004, 0.0000000E+000, 0.0000000E+000,-2.9540650E-001,-3.2364726E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.1100135E+002, 6.5569781E+000, 0.0000000E+000,-2.5272889E+000,-1.0980750E+000,-2.4191350E+000,-2.2812308E-004, 0.0000000E+000, 0.0000000E+000, 5.3324852E-001, 5.1225112E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.1200031E+002, 5.7742963E+000, 0.0000000E+000,-2.3977221E+000,-1.0077988E+000,-2.5717043E+000,-2.3298628E-004, 0.0000000E+000, 0.0000000E+000,-1.8141103E-001,-2.0316201E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.1300121E+002, 5.9278594E+000, 0.0000000E+000,-2.4412884E+000,-1.0609375E+000,-2.7114184E+000,-2.2913696E-004, 0.0000000E+000, 0.0000000E+000,-2.5415784E-001,-2.8601400E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.1400054E+002, 6.8210754E+000, 0.0000000E+000,-2.6123713E+000,-9.7080041E-001,-2.8390430E+000,-2.3229208E-004, 0.0000000E+000, 0.0000000E+000, 4.2443088E-001, 3.9862843E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.1500082E+002, 6.3229424E+000, 0.0000000E+000,-2.5723111E+000,-1.0683511E+000,-2.5973039E+000,-2.1777529E-004, 0.0000000E+000, 0.0000000E+000, 1.0607075E-001, 8.4758419E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.1600047E+002, 5.4754586E+000, 0.0000000E+000,-2.3278067E+000,-9.2173406E-001,-2.5960377E+000,-2.1441505E-004, 0.0000000E+000, 0.0000000E+000,-3.5154538E-001,-3.7033425E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.1700066E+002, 5.8915369E+000, 0.0000000E+000,-2.3690824E+000,-1.0496321E+000,-2.7437234E+000,-2.3517999E-004, 0.0000000E+000, 0.0000000E+000,-2.4348933E-001,-2.7113611E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.1800078E+002, 6.2918752E+000, 0.0000000E+000,-2.5148404E+000,-1.1308881E+000,-2.6139554E+000,-2.3774911E-004, 0.0000000E+000, 0.0000000E+000, 6.0270147E-002, 3.1953566E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.1900018E+002, 6.1453129E+000, 0.0000000E+000,-2.4394414E+000,-9.6861922E-001,-2.5867857E+000,-2.3312655E-004, 0.0000000E+000, 0.0000000E+000, 1.7062290E-001, 1.5023342E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.2000000E+002, 5.9819246E+000, 0.0000000E+000,-2.3883205E+000,-9.8441164E-001,-2.5482176E+000,-2.2863387E-004, 0.0000000E+000, 0.0000000E+000, 8.3602367E-002, 6.0746187E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
