s,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,kW/m2,kW/m2,kg/s,kg/s,kW
 4.5005630E+000, 1.0871247E+003, 4.1944240E+002, 1.6627566E+002, 1.2237162E+002, 1.0182263E+002, 7.0697385E+001, 6.7287781E+001, 7.2930579E+001, 6.9951022E+001, 7.2888523E+001, 1.6521207E+000, 1.9729035E+000, 2.0429830E+000, 1.4146922E+000, 3.5491553E-001, 1.1530404E+000, 2.8192687E+000, 2.0397035E+001, 4.5403712E-001, 2.0134287E+001, 3.9965690E-001, 2.0089020E+001, 4.3771022E-001, 2.0070484E+001, 3.3072461E-001, 2.0049548E+001, 2.8451013E-001, 2.0031329E+001, 1.9659910E-001, 2.7140348E-001, 2.4973759E-001, 2.1182237E-002, 2.0320669E-002, 2.5706883E+000
 5.0002313E+000, 1.0502794E+003, 5.7905546E+002, 2.5524064E+002, 1.8503068E+002, 1.4723375E+002, 1.3032467E+002, 9.3660822E+001, 7.3360116E+001, 6.5280020E+001, 6.6875616E+001, 2.0907725E+000, 2.3571866E+000, 2.4199445E+000, 1.3971758E+000, 1.0500397E+000, 1.0782890E+000, 4.9371149E+000, 2.0757082E+001, 1.1379784E+000, 2.0191330E+001, 6.8360342E-001, 2.0123779E+001, 6.1778493E-001, 2.0100926E+001, 3.8119667E-001, 2.0072420E+001, 2.5864359E-001, 2.0049076E+001, 2.6167343E-001, 2.4802808E-001, 2.5462269E-001, 2.1566385E-002, 2.2099795E-002, 2.7935972E+000
 5.5008472E+000, 8.6162677E+002, 2.8240161E+002, 1.6253666E+002, 1.2819091E+002, 1.1660387E+002, 9.9665903E+001, 7.7631820E+001, 8.7696571E+001, 8.4700289E+001, 8.2453374E+001, 1.1917788E+000, 1.8921944E+000, 2.2283216E+000, 1.6173187E+000, 1.0838117E+000, 1.0994876E+000, 2.0835847E+000, 2.0972247E+001, 5.4393106E-001, 2.0251109E+001, 5.2011609E-001, 2.0167215E+001, 4.6383185E-001, 2.0141901E+001, 5.0978306E-001, 2.0109672E+001, 3.6099494E-001, 2.0071814E+001, 2.7838981E-001, 2.8242790E-001, 2.7506046E-001, 2.1592449E-002, 2.0612354E-002, 1.6101266E+000
 6.0011411E+000, 1.0506804E+003, 4.9611299E+002, 1.9865289E+002, 7.7041082E+001, 4.2345997E+001, 3.6125295E+001, 6.0264804E+001, 6.5794587E+001, 6.7813092E+001, 6.7565327E+001, 1.6179866E+000, 1.3553519E+000, 1.6387582E+000, 9.7193883E-001, 9.5756192E-001, 1.1987287E+000, 3.7962590E+000, 2.1149505E+001, 3.4179443E-001, 2.0275060E+001, 1.0707712E-001, 2.0187415E+001, 2.8289759E-001, 2.0170439E+001, 2.5111508E-001, 2.0131350E+001, 2.3329860E-001, 2.0091457E+001, 1.8477146E-001, 2.4988790E-001, 2.7241906E-001, 2.0576709E-002, 2.0083809E-002, 2.7712215E+000
 6.5014042E+000, 7.8778845E+002, 6.0948487E+002, 3.8504212E+002, 2.5427665E+002, 1.8110487E+002, 1.3666180E+002, 7.5549327E+001, 6.2077177E+001, 5.5893417E+001, 5.5506052E+001, 2.1001734E+000, 2.7371967E+000, 2.1189964E+000, 1.2641348E+000, 9.4115315E-001, 1.5308326E+000, 5.3426377E+000, 2.1486657E+001, 1.7174305E+000, 2.0364324E+001, 9.5564073E-001, 2.0225897E+001, 5.7364806E-001, 2.0189246E+001, 2.7888726E-001, 2.0143581E+001, 1.3778460E-001, 2.0102637E+001, 1.4889900E-001, 1.2046151E-001, 1.3980236E-001, 1.8753858E-002, 2.2984284E-002, 3.7559397E+000
 7.0003529E+000, 1.1302557E+003, 4.2230804E+002, 1.6414308E+002, 1.0284672E+002, 1.0040901E+002, 9.6803966E+001, 1.0031754E+002, 9.2870497E+001, 8.1098356E+001, 8.4129484E+001, 1.6307984E+000, 1.9922321E+000, 2.4350351E+000, 1.4976990E+000, 6.7130693E-001, 9.3342536E-001, 3.0478778E+000, 2.1758375E+001, 6.4422163E-001, 2.0433510E+001, 6.3553133E-001, 2.0288154E+001, 7.0844600E-001, 2.0244544E+001, 5.4919162E-001, 2.0177339E+001, 3.2715081E-001, 2.0119412E+001, 4.2762164E-001, 4.1338867E-001, 3.2979642E-001, 2.3607673E-002, 2.0354760E-002, 2.2337072E+000
 7.5001901E+000, 1.0317381E+003, 8.6949432E+002, 4.6720055E+002, 2.7310678E+002, 1.5838734E+002, 1.0194169E+002, 7.1335602E+001, 7.7516442E+001, 7.3715715E+001, 7.3838798E+001, 2.1851070E+000, 2.5591605E+000, 2.2432812E+000, 1.7061083E+000, 1.1404291E+000, 1.1966631E+000, 8.7822694E+000, 2.2094666E+001, 1.7754534E+000, 2.0489480E+001, 7.1084045E-001, 2.0320873E+001, 4.5441298E-001, 2.0276228E+001, 3.6357925E-001, 2.0206410E+001, 3.1371733E-001, 2.0142849E+001, 3.0136655E-001, 2.9791458E-001, 2.8579150E-001, 2.2855208E-002, 2.4013855E-002, 3.4274561E+000
 8.0012632E+000, 9.3659158E+002, 8.0248464E+002, 3.2233871E+002, 2.4345958E+002, 2.2126309E+002, 1.9155610E+002, 1.2682868E+002, 1.2898970E+002, 1.1421298E+002, 1.1028868E+002, 2.0439959E+000, 2.7753595E+000, 2.9148361E+000, 1.5473056E+000, 1.2589221E+000, 1.4737643E+000, 5.7733334E+000, 2.2678135E+001, 1.2484839E+000, 2.0636622E+001, 1.3765183E+000, 2.0422534E+001, 1.2691518E+000, 2.0350077E+001, 1.0150041E+000, 2.0260970E+001, 6.3649082E-001, 2.0175450E+001, 3.7082284E-001, 4.9732759E-001, 5.1644274E-001, 2.3260284E-002, 2.1723123E-002, 2.8634028E+000
 8.5001650E+000, 9.9528529E+002, 5.9345486E+002, 2.6178599E+002, 2.0306384E+002, 1.1541565E+002, 1.1331111E+002, 8.2759495E+001, 8.3853236E+001, 7.4736658E+001, 7.4511891E+001, 1.7789837E+000, 2.3035473E+000, 2.1305680E+000, 1.3626932E+000, 1.4199251E+000, 1.7122003E+000, 4.6796794E+000, 2.2972240E+001, 6.5945837E-001, 2.0686793E+001, 5.4696585E-001, 2.0467554E+001, 5.9447132E-001, 2.0406545E+001, 4.0245896E-001, 2.0304102E+001, 2.7521267E-001, 2.0208602E+001, 1.8762719E-001, 2.8386411E-001, 3.4370448E-001, 2.1228576E-002, 2.1957272E-002, 2.5964729E+000
 9.0003475E+000, 9.7849562E+002, 5.7566553E+002, 3.0908619E+002, 2.2047957E+002, 1.5699906E+002, 1.3425401E+002, 9.2954368E+001, 8.9020322E+001, 8.1687850E+001, 6.9107121E+001, 1.9789105E+000, 2.4005780E+000, 2.5954586E+000, 1.4055060E+000, 1.2298746E+000, 1.6793982E+000, 6.8639728E+000, 2.3406083E+001, 1.0766614E+000, 2.0741563E+001, 6.4999698E-001, 2.0510894E+001, 8.1748624E-001, 2.0451861E+001, 5.6666714E-001, 2.0335527E+001, 2.9186158E-001, 2.0225501E+001, 2.4838423E-001, 2.3924352E-001, 2.4319075E-001, 2.0270791E-002, 2.1540751E-002, 3.2683297E+000
 9.5007961E+000, 1.0036810E+003, 9.0911140E+002, 4.9418576E+002, 2.4941943E+002, 1.5604341E+002, 1.1993677E+002, 8.7735749E+001, 8.7091720E+001, 8.8225342E+001, 8.5019617E+001, 2.3295862E+000, 2.5620393E+000, 2.3260181E+000, 1.6661387E+000, 1.3109335E+000, 1.7286546E+000, 1.0737695E+001, 2.4001918E+001, 1.8296173E+000, 2.0826883E+001, 8.4152616E-001, 2.0563836E+001, 6.4708544E-001, 2.0502816E+001, 5.0613313E-001, 2.0372338E+001, 3.8548422E-001, 2.0248517E+001, 3.4205935E-001, 3.9844345E-001, 4.2297211E-001, 2.1493192E-002, 2.2593384E-002, 4.0091443E+000
 1.0000979E+001, 9.1255720E+002, 8.6166892E+002, 5.3728257E+002, 2.8964018E+002, 2.4537150E+002, 1.7968584E+002, 1.2641843E+002, 1.0530803E+002, 9.0886589E+001, 9.2794826E+001, 2.2041300E+000, 3.0384387E+000, 3.0282102E+000, 2.1248333E+000, 1.3898109E+000, 1.4698799E+000, 1.0638091E+001, 2.4808665E+001, 1.8989958E+000, 2.0977583E+001, 1.4621728E+000, 2.0649688E+001, 1.0556955E+000, 2.0562671E+001, 7.7028260E-001, 2.0416316E+001, 4.4230041E-001, 2.0277264E+001, 4.4430885E-001, 4.0329322E-001, 4.3957448E-001, 2.3446671E-002, 2.3386505E-002, 4.2927621E+000
 1.0500953E+001, 8.9485710E+002, 8.8703342E+002, 5.3695872E+002, 3.2405008E+002, 1.7692418E+002, 1.6032877E+002, 1.1756664E+002, 1.1034595E+002, 1.1202349E+002, 1.1497634E+002, 1.9653614E+000, 2.9537203E+000, 2.9100587E+000, 1.7668107E+000, 1.0351973E+000, 1.9877187E+000, 1.1399023E+001, 2.5564568E+001, 1.3416586E+000, 2.1086780E+001, 8.2923291E-001, 2.0717506E+001, 9.8387536E-001, 2.0633110E+001, 8.4945851E-001, 2.0475341E+001, 6.4401023E-001, 2.0318760E+001, 4.1603700E-001, 4.4400822E-001, 4.9614790E-001, 2.5060495E-002, 2.3008772E-002, 3.9670110E+000
 1.1001432E+001, 9.2599401E+002, 1.0762750E+003, 6.6444770E+002, 4.4611731E+002, 3.2578927E+002, 2.5017494E+002, 1.6080653E+002, 1.2277575E+002, 1.0772478E+002, 1.0352434E+002, 2.3025382E+000, 3.1254280E+000, 3.3905570E+000, 2.0042061E+000, 1.6844452E+000, 1.8994243E+000, 1.2807964E+001, 2.6410983E+001, 4.1885822E+000, 2.1293036E+001, 2.3954716E+000, 2.0825330E+001, 1.4699292E+000, 2.0710314E+001, 9.7176895E-001, 2.0534323E+001, 5.1827184E-001, 2.0356870E+001, 3.9559657E-001, 4.5909623E-001, 5.2369086E-001, 2.2842988E-002, 2.4416134E-002, 5.1126617E+000
 1.1500468E+001, 8.8510359E+002, 1.1045162E+003, 8.0041871E+002, 5.1516951E+002, 2.5885708E+002, 2.1907391E+002, 1.6422759E+002, 1.6035395E+002, 1.4640744E+002, 1.3886399E+002, 2.4508012E+000, 3.7396614E+000, 3.0464345E+000, 1.9732008E+000, 1.6523992E+000, 2.2294429E+000, 1.6591841E+001, 2.7415106E+001, 3.9706766E+000, 2.1593547E+001, 1.8466157E+000, 2.0983636E+001, 1.6265699E+000, 2.0824779E+001, 1.2399939E+000, 2.0620308E+001, 9.6352833E-001, 2.0413418E+001, 6.5551718E-001, 8.5517093E-001, 7.2847595E-001, 2.2519111E-002, 2.2973236E-002, 5.3149898E+000
 1.2000968E+001, 7.2100362E+002, 8.6798840E+002, 8.1660879E+002, 4.7981773E+002, 2.6737693E+002, 1.8760670E+002, 1.2672612E+002, 1.3561403E+002, 1.3829444E+002, 1.3649793E+002, 1.7944024E+000, 3.2803460E+000, 3.1698765E+000, 1.8312942E+000, 1.5144025E+000, 2.1223156E+000, 1.2977491E+001, 2.8400062E+001, 4.7418470E+000, 2.1802674E+001, 1.5937833E+000, 2.1091936E+001, 1.0934288E+000, 2.0913655E+001, 9.0892208E-001, 2.0684979E+001, 7.9451500E-001, 2.0468740E+001, 5.2138744E-001, 6.2991323E-001, 7.1615746E-001, 2.2821858E-002, 2.4356965E-002, 6.0026964E+000
 1.2501168E+001, 7.5197276E+002, 1.0471969E+003, 7.5409139E+002, 5.5741756E+002, 3.6733708E+002, 3.1081064E+002, 1.7221146E+002, 1.3782071E+002, 1.3166134E+002, 1.2719480E+002, 2.3597905E+000, 3.7015440E+000, 3.2620037E+000, 1.9598862E+000, 1.3637128E+000, 2.1015209E+000, 1.6291969E+001, 2.9464292E+001, 7.0454633E+000, 2.2269822E+001, 3.3498184E+000, 2.1255520E+001, 1.6073147E+000, 2.1015391E+001, 1.0374753E+000, 2.0754672E+001, 7.1380073E-001, 2.0519415E+001, 5.8173791E-001, 7.1277963E-001, 8.3795268E-001, 2.3342258E-002, 2.4323983E-002, 6.1810452E+000
 1.3001285E+001, 9.2192749E+002, 1.0880678E+003, 8.3733606E+002, 5.3018517E+002, 3.3906009E+002, 2.6203595E+002, 2.0139562E+002, 1.8384527E+002, 1.4645960E+002, 1.4264918E+002, 2.0461416E+000, 3.6041418E+000, 3.6785288E+000, 2.3990628E+000, 2.1295233E+000, 1.8255775E+000, 1.6777576E+001, 3.0550906E+001, 4.5149360E+000, 2.2667444E+001, 2.4910725E+000, 2.1457215E+001, 2.0747441E+000, 2.1129716E+001, 1.4043016E+000, 2.0833464E+001, 8.6161110E-001, 2.0572822E+001, 6.4148191E-001, 8.2502213E-001, 8.9999930E-001, 2.6529169E-002, 2.3886817E-002, 5.9257257E+000
 1.3501496E+001, 7.9014214E+002, 9.5917087E+002, 8.5463829E+002, 5.2473768E+002, 3.4628476E+002, 2.6763912E+002, 1.5747663E+002, 1.8209713E+002, 1.7666719E+002, 1.5816972E+002, 1.7489121E+000, 3.6310485E+000, 3.4794762E+000, 2.3145559E+000, 2.7317965E+000, 3.0096542E+000, 1.7057304E+001, 3.1766960E+001, 4.2609566E+000, 2.3004533E+001, 2.8170750E+000, 2.1668333E+001, 1.8104041E+000, 2.1273535E+001, 1.4508106E+000, 2.0942529E+001, 8.6803709E-001, 2.0640247E+001, 3.4653428E-001, 7.0989584E-001, 9.9157249E-001, 2.3362195E-002, 2.3858113E-002, 5.4380528E+000
 1.4001126E+001, 6.9670709E+002, 9.6283087E+002, 7.5086499E+002, 5.8309336E+002, 3.4059281E+002, 2.7391357E+002, 1.5922903E+002, 1.7899575E+002, 1.6290490E+002, 1.5491976E+002, 1.9616504E+000, 3.6645876E+000, 3.6595423E+000, 2.4649390E+000, 2.7641525E+000, 3.0866179E+000, 1.4541755E+001, 3.2791227E+001, 5.2658493E+000, 2.3301445E+001, 2.5693506E+000, 2.1840550E+001, 2.0001912E+000, 2.1406345E+001, 1.5639741E+000, 2.1044077E+001, 9.3315242E-001, 2.0690483E+001, 5.2160498E-001, 8.6594795E-001, 1.0921057E+000, 2.1966387E-002, 2.4602434E-002, 6.0800128E+000
 1.4501447E+001, 6.8216376E+002, 1.0487407E+003, 8.8554770E+002, 5.8094527E+002, 3.3695174E+002, 2.9627287E+002, 1.7853409E+002, 1.7278363E+002, 1.6247804E+002, 1.4738303E+002, 2.2615113E+000, 3.8022402E+000, 3.6477862E+000, 2.3860922E+000, 2.3132962E+000, 2.4681537E+000, 1.6085529E+001, 3.3850106E+001, 5.2526649E+000, 2.3672618E+001, 2.4956635E+000, 2.2010288E+001, 1.8890912E+000, 2.1536360E+001, 1.3555182E+000, 2.1141397E+001, 1.0596841E+000, 2.0761238E+001, 5.9333634E-001, 9.0450742E-001, 9.7068362E-001, 2.3906030E-002, 2.3916699E-002, 6.1282820E+000
 1.5000653E+001, 6.8635098E+002, 1.0585738E+003, 8.1216326E+002, 5.4423907E+002, 3.4050291E+002, 2.7164065E+002, 1.7908311E+002, 1.7712626E+002, 1.4221957E+002, 1.4576724E+002, 2.0812457E+000, 3.4982069E+000, 3.5202149E+000, 2.4286043E+000, 2.7300723E+000, 2.8762630E+000, 1.6739387E+001, 3.4975360E+001, 4.0998308E+000, 2.3936792E+001, 2.1222152E+000, 2.2159005E+001, 1.8324052E+000, 2.1656089E+001, 1.2985767E+000, 2.1232024E+001, 8.8516281E-001, 2.0833394E+001, 6.5188479E-001, 9.1919663E-001, 1.0407496E+000, 2.4355837E-002, 2.5120211E-002, 6.0437045E+000
 1.5501280E+001, 7.8363855E+002, 1.0265864E+003, 8.8297667E+002, 6.3062741E+002, 4.3936639E+002, 3.2743413E+002, 1.8556905E+002, 2.1914835E+002, 2.0172417E+002, 1.8401989E+002, 2.1127454E+000, 3.7103673E+000, 3.9372157E+000, 2.3035834E+000, 2.3823465E+000, 2.8320229E+000, 1.7101427E+001, 3.6145271E+001, 5.0883747E+000, 2.4312490E+001, 3.0448463E+000, 2.2373625E+001, 2.0312936E+000, 2.1811749E+001, 1.7565136E+000, 2.1353689E+001, 1.1055826E+000, 2.0901162E+001, 7.9696797E-001, 1.1838253E+000, 1.3549481E+000, 2.3190172E-002, 2.3676082E-002, 5.8529862E+000
 1.6000397E+001, 7.4041388E+002, 1.0856034E+003, 8.5132844E+002, 5.9082694E+002, 4.0090118E+002, 2.8891640E+002, 1.6526980E+002, 1.5387514E+002, 1.4392524E+002, 1.3833023E+002, 2.2065165E+000, 3.8811677E+000, 3.7990527E+000, 2.4341192E+000, 2.3745757E+000, 2.3735093E+000, 1.6307776E+001, 3.7265215E+001, 5.7492353E+000, 2.4635247E+001, 2.4828443E+000, 2.2525772E+001, 1.8334566E+000, 2.1932783E+001, 1.3810508E+000, 2.1449358E+001, 8.1817702E-001, 2.0962510E+001, 4.1729976E-001, 6.1210950E-001, 6.9425233E-001, 2.3831338E-002, 2.4356929E-002, 6.0404530E+000
 1.6500284E+001, 7.3248799E+002, 1.0286295E+003, 8.4065779E+002, 5.3090161E+002, 3.8538099E+002, 2.9618874E+002, 1.7813099E+002, 1.8787369E+002, 1.6784402E+002, 1.4128211E+002, 2.2581192E+000, 3.4423519E+000, 3.7602430E+000, 2.2362257E+000, 2.1254400E+000, 2.7845318E+000, 1.6386108E+001, 3.8403399E+001, 4.5899926E+000, 2.4984833E+001, 2.7804788E+000, 2.2695519E+001, 2.0564733E+000, 2.2056392E+001, 1.5386423E+000, 2.1541545E+001, 1.0553256E+000, 2.1026718E+001, 5.9670463E-001, 7.9603598E-001, 8.9001079E-001, 2.3837751E-002, 2.5311972E-002, 6.9757671E+000
 1.7000384E+001, 8.2078120E+002, 8.4231998E+002, 5.0225262E+002, 3.7600560E+002, 2.4083428E+002, 2.6249624E+002, 1.9631934E+002, 2.1575728E+002, 2.0953076E+002, 2.0082402E+002, 1.7700051E+000, 2.8523642E+000, 3.4598021E+000, 2.2820459E+000, 1.9137245E+000, 2.4539306E+000, 1.1989108E+001, 3.9292408E+001, 3.7571229E+000, 2.5316258E+001, 1.9861722E+000, 2.2891992E+001, 1.8738270E+000, 2.2205601E+001, 1.6417176E+000, 2.1663431E+001, 1.1185451E+000, 2.1108444E+001, 7.9958425E-001, 1.0641849E+000, 1.2767582E+000, 2.4763672E-002, 2.2799473E-002, 5.8309201E+000
 1.7501386E+001, 7.7607201E+002, 1.0023302E+003, 8.4786648E+002, 5.3537685E+002, 3.5869183E+002, 2.3788612E+002, 1.4505171E+002, 1.4441898E+002, 1.3818776E+002, 1.3166636E+002, 1.9588581E+000, 3.3872830E+000, 2.9784978E+000, 1.8826210E+000, 1.7916918E+000, 2.2019964E+000, 1.5925600E+001, 4.0275457E+001, 4.6613886E+000, 2.5556393E+001, 2.2928631E+000, 2.3015641E+001, 1.2516014E+000, 2.2294057E+001, 9.9866167E-001, 2.1736007E+001, 7.3063234E-001, 2.1165221E+001, 5.3302704E-001, 6.6071107E-001, 7.3148613E-001, 2.4132444E-002, 2.5309773E-002, 6.2553264E+000
 1.8000328E+001, 8.1887197E+002, 1.0568674E+003, 8.5753013E+002, 7.2684365E+002, 5.4764727E+002, 4.7789272E+002, 2.7515724E+002, 2.1392642E+002, 1.9641878E+002, 1.8617336E+002, 2.1329739E+000, 4.1151763E+000, 4.4010620E+000, 2.7952314E+000, 1.8431206E+000, 2.5096415E+000, 1.5238548E+001, 4.1378178E+001, 8.5970659E+000, 2.6103649E+001, 4.9808741E+000, 2.3280901E+001, 3.1184036E+000, 2.2458024E+001, 1.9762173E+000, 2.1850542E+001, 1.3145621E+000, 2.1238141E+001, 1.0026751E+000, 9.5381716E-001, 1.0458579E+000, 2.5031148E-002, 2.4884284E-002, 6.6702565E+000
 1.8501353E+001, 7.2880290E+002, 1.0950882E+003, 6.7750037E+002, 4.8380426E+002, 2.9472966E+002, 2.3359015E+002, 1.8597214E+002, 1.8147092E+002, 1.7691418E+002, 1.6510497E+002, 1.8944263E+000, 3.1182668E+000, 3.4013334E+000, 2.4695762E+000, 1.8501963E+000, 2.4239025E+000, 1.6959731E+001, 4.2441952E+001, 3.5451084E+000, 2.6429451E+001, 1.7331756E+000, 2.3494030E+001, 1.9036347E+000, 2.2621949E+001, 1.6121797E+000, 2.1971818E+001, 1.0160888E+000, 2.1320391E+001, 7.0852991E-001, 8.9902811E-001, 1.1273987E+000, 2.3965263E-002, 2.3824651E-002, 5.6706211E+000
