s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 8.4000076E+001, 1.9429728E+000, 0.0000000E+000,-6.2629222E-001,-1.0256121E+000,-4.9069951E-001,-2.2325374E-004, 0.0000000E+000, 0.0000000E+000,-1.9679489E-001,-1.9985430E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 8.5005417E+001, 1.7552317E+000, 0.0000000E+000,-6.1416544E-001,-7.0709201E-001,-4.4721726E-001,-1.8927203E-004, 0.0000000E+000, 0.0000000E+000,-5.5322978E-003,-1.3432301E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 8.6005463E+001, 1.7417199E+000, 0.0000000E+000,-5.8209140E-001,-8.7830711E-001,-4.3601102E-001,-2.0270387E-004, 0.0000000E+000, 0.0000000E+000,-1.5005311E-001,-1.5489231E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 8.7001701E+001, 1.8723487E+000, 0.0000000E+000,-6.5130055E-001,-7.9926678E-001,-3.9993650E-001,-1.6337869E-004, 0.0000000E+000, 0.0000000E+000, 2.3333303E-002, 2.1681459E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 8.8004990E+001, 1.7772823E+000, 0.0000000E+000,-5.5419674E-001,-9.1085748E-001,-3.9456938E-001,-1.9065835E-004, 0.0000000E+000, 0.0000000E+000,-7.7846461E-002,-8.2531988E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 8.9004623E+001, 1.8341252E+000, 0.0000000E+000,-6.0290478E-001,-9.9278552E-001,-3.5688439E-001,-1.9242055E-004, 0.0000000E+000, 0.0000000E+000,-1.1045170E-001,-1.1864195E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 9.0001503E+001, 2.3074396E+000, 0.0000000E+000,-7.5272159E-001,-1.0037863E+000,-3.9972403E-001,-2.3923030E-004, 0.0000000E+000, 0.0000000E+000, 1.6070181E-001, 1.5096844E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 9.1004295E+001, 2.5726775E+000, 0.0000000E+000,-8.5494877E-001,-1.1711884E+000,-4.6837702E-001,-2.1705752E-004, 0.0000000E+000, 0.0000000E+000, 8.4716582E-002, 7.7946240E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 9.2004128E+001, 1.8430575E+000, 0.0000000E+000,-6.2631269E-001,-8.4537009E-001,-4.3190176E-001,-2.0909843E-004, 0.0000000E+000, 0.0000000E+000,-5.9652056E-002,-6.0736171E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 9.3005936E+001, 2.0976918E+000, 0.0000000E+000,-6.9279180E-001,-8.9478631E-001,-4.5820455E-001,-2.1007844E-004, 0.0000000E+000, 0.0000000E+000, 5.8662410E-002, 5.1699042E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 9.4000984E+001, 2.1397504E+000, 0.0000000E+000,-6.8736641E-001,-1.0646838E+000,-4.5076847E-001,-2.2878375E-004, 0.0000000E+000, 0.0000000E+000,-4.9627956E-002,-6.3297097E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 9.5000504E+001, 2.4906467E+000, 0.0000000E+000,-7.9472220E-001,-1.0150366E+000,-4.8908575E-001,-2.2780811E-004, 0.0000000E+000, 0.0000000E+000, 1.9346325E-001, 1.9157437E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 9.6001495E+001, 1.8351221E+000, 0.0000000E+000,-6.0906788E-001,-8.8465673E-001,-4.7527518E-001,-2.4458306E-004, 0.0000000E+000, 0.0000000E+000,-1.2203780E-001,-1.3412228E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 9.7001984E+001, 1.9101622E+000, 0.0000000E+000,-6.1873227E-001,-9.8467215E-001,-4.1884252E-001,-2.0676643E-004, 0.0000000E+000, 0.0000000E+000,-9.9793356E-002,-1.1229148E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 9.8004204E+001, 1.7407722E+000, 0.0000000E+000,-5.6874244E-001,-7.1603967E-001,-4.0221289E-001,-1.7447694E-004, 0.0000000E+000, 0.0000000E+000, 5.3559441E-002, 5.3602754E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 9.9000122E+001, 2.6942461E+000, 0.0000000E+000,-8.4810759E-001,-1.2992991E+000,-4.5194341E-001,-1.8184087E-004, 0.0000000E+000, 0.0000000E+000, 1.0059011E-001, 9.4714187E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0000104E+002, 2.4048167E+000, 0.0000000E+000,-7.7249866E-001,-9.7744895E-001,-4.8300393E-001,-2.3338453E-004, 0.0000000E+000, 0.0000000E+000, 1.7997958E-001, 1.7163179E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0100150E+002, 2.0969821E+000, 0.0000000E+000,-7.2414803E-001,-8.3877620E-001,-5.2729751E-001,-2.3312280E-004, 0.0000000E+000, 0.0000000E+000, 1.4193628E-002, 6.5271916E-003, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0200144E+002, 2.5618227E+000, 0.0000000E+000,-8.3430974E-001,-1.0191169E+000,-5.4303340E-001,-2.1858699E-004, 0.0000000E+000, 0.0000000E+000, 1.7241967E-001, 1.6514410E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0300371E+002, 2.9426639E+000, 0.0000000E+000,-9.9283463E-001,-1.1912170E+000,-6.4990901E-001,-2.0279409E-004, 0.0000000E+000, 0.0000000E+000, 1.2448216E-001, 1.0850046E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0400513E+002, 2.2473069E+000, 0.0000000E+000,-8.0646203E-001,-7.9314382E-001,-6.7790395E-001,-2.4173832E-004, 0.0000000E+000, 0.0000000E+000,-2.0889382E-002,-3.0444651E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0500008E+002, 2.1031288E+000, 0.0000000E+000,-7.4119100E-001,-6.6094645E-001,-6.1192928E-001,-2.3563407E-004, 0.0000000E+000, 0.0000000E+000, 8.5002191E-002, 8.8826486E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0600389E+002, 2.7256183E+000, 0.0000000E+000,-9.8812103E-001,-1.0215313E+000,-7.1314354E-001,-2.4288649E-004, 0.0000000E+000, 0.0000000E+000, 1.6419930E-002, 2.5795859E-003, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0700269E+002, 2.3690644E+000, 0.0000000E+000,-8.3665935E-001,-9.1398280E-001,-6.5718048E-001,-2.4531053E-004, 0.0000000E+000, 0.0000000E+000,-3.2125812E-002,-3.9003539E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0800374E+002, 2.0568458E+000, 0.0000000E+000,-7.3850408E-001,-8.6678863E-001,-5.9964388E-001,-2.3800832E-004, 0.0000000E+000, 0.0000000E+000,-1.4618203E-001,-1.4832883E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.0900685E+002, 2.0873869E+000, 0.0000000E+000,-7.3512538E-001,-8.4746904E-001,-5.4602499E-001,-2.1953567E-004, 0.0000000E+000, 0.0000000E+000,-3.5997911E-002,-4.1452058E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.1000095E+002, 2.0193634E+000, 0.0000000E+000,-7.2313188E-001,-7.5011822E-001,-5.3106667E-001,-2.3270435E-004, 0.0000000E+000, 0.0000000E+000, 1.7488913E-002, 1.4813954E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.1100218E+002, 2.8213746E+000, 0.0000000E+000,-9.8627423E-001,-1.1356312E+000,-6.4508694E-001,-2.2903057E-004, 0.0000000E+000, 0.0000000E+000, 6.9003193E-002, 5.4153200E-002, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.1200276E+002, 1.8378190E+000, 0.0000000E+000,-6.4787720E-001,-8.7966367E-001,-5.8187930E-001,-2.1256868E-004, 0.0000000E+000, 0.0000000E+000,-2.6416304E-001,-2.7181374E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.1300146E+002, 3.6574732E+000, 0.0000000E+000,-1.2604714E+000,-1.4153036E+000,-5.5134977E-001,-2.2269693E-004, 0.0000000E+000, 0.0000000E+000, 4.3484097E-001, 4.3012572E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
 1.1400322E+002, 4.6638418E+000, 0.0000000E+000,-1.5893889E+000,-1.8623724E+000,-8.1564176E-001,-2.6097614E-004, 0.0000000E+000, 0.0000000E+000, 4.2561805E-001, 3.9617779E-001, 0.0000000E+000, 1.3627035E-004, 0.0000000E+000
